Date,Type,Amount,Category,Note
2016-05-03 09:07:51,Expense,798.10,Refund,
2016-10-06 11:29:34,Expense,176.75,Express,
2016-06-21 14:17:48,Expense,16.60,Fund,
2016-04-27 23:04:48,Expense,640.14,Daily,
2016-12-07 20:10:45,Expense,780.35,Alcohol,
2016-07-17 04:14:11,Income,426.38,Interest,Annual
2016-06-06 18:39:51,Income,17.33,Reimbursement,
2016-07-17 01:09:37,Expense,437.79,Refund,
2016-12-24 11:18:34,Income,50.34,Investment,
2016-04-24 21:50:36,Income,430.73,Stock,
2016-09-24 05:24:35,Income,115.86,Work,
2016-03-18 20:00:42,Income,382.58,Part-time,
2016-07-11 16:59:13,Income,67.52,Salary,
2016-12-04 10:36:19,Income,476.35,Bonus,
2016-04-01 01:21:47,Expense,770.83,Beauty,
2016-04-24 17:56:48,Expense,411.37,Second-hand,
2016-12-10 02:42:03,Income,152.25,Reimbursement,
2016-11-26 06:30:39,Expense,705.00,Subway,
2016-07-22 09:00:58,Income,291.64,Interest,
2016-05-25 04:47:33,Expense,57.68,&,
2016-12-17 12:58:42,Expense,542.00,Red,security
2016-10-22 18:52:40,Income,217.31,Stock,
2016-11-21 16:17:47,Income,474.59,Investment,
2016-11-19 17:54:51,Expense,524.07,Tax,
2016-11-20 21:13:29,Expense,5.68,Delivery,
2016-09-01 01:23:16,Expense,386.69,Clothing,
2016-04-17 12:13:08,Income,349.39,Investment,
2016-12-25 00:24:04,Income,434.01,Work,
2016-04-19 14:31:57,Income,423.46,Salary,
2016-04-22 10:26:51,Income,60.89,Bonus,
2016-01-20 06:15:04,Expense,377.03,Communication,
2016-08-11 09:11:53,Income,291.95,Work,
2016-09-22 10:38:07,Expense,78.39,Tax,
2016-09-06 14:59:04,Expense,422.02,Sale,
2016-08-20 06:14:35,Income,192.40,Investment,Annual
2016-10-11 09:49:43,Income,399.50,Stock,
2016-08-13 17:12:22,Income,263.61,Salary,
2016-07-05 23:12:11,Income,155.24,Bonus,
2016-05-24 10:48:57,Expense,605.46,Second-hand,
2016-09-05 17:08:15,Income,346.95,Salary,
2016-02-17 22:52:17,Income,289.57,Work,Express
2016-10-20 10:41:42,Income,436.03,Bonus,
2016-10-20 06:25:21,Income,298.99,Work,reconciliation
2016-09-14 22:13:41,Income,411.16,Investment,
2016-10-17 01:42:51,Income,365.14,Bonus,
2016-04-25 12:05:50,Expense,547.76,Lover,
2016-05-12 00:39:39,Expense,624.36,Tax,
2016-06-02 02:06:23,Income,186.22,Part-time,
2016-05-27 08:01:43,Expense,605.22,Delivery,
2016-05-18 08:18:49,Income,395.96,Investment,Annual
2016-10-06 04:58:39,Income,27.96,Work,
2016-12-21 12:18:03,Expense,643.13,Red,
2016-09-10 01:08:16,Expense,665.34,Fruit,
2016-06-21 00:45:59,Income,450.35,Investment,service
2016-05-15 09:07:56,Income,480.11,Work,
2016-03-09 07:18:52,Income,266.38,Investment,
2016-08-22 16:55:51,Expense,739.51,Provident,
2016-02-23 16:05:33,Expense,374.52,Clothing,
2016-04-24 05:03:57,Expense,712.96,Dining,
2016-04-06 01:59:30,Income,56.35,Work,
2016-09-12 03:05:15,Income,5383.00,Salary,
2016-04-25 18:02:50,Expense,431.05,Pets,
2016-12-10 21:27:08,Expense,75.55,Lottery,
2016-06-21 21:02:06,Income,121.30,Salary,
2016-05-25 06:16:11,Income,126.69,Investment,
2016-04-25 14:37:24,Expense,667.13,Snacks,
2016-04-15 03:35:05,Expense,692.12,Housing,
2016-07-09 11:22:52,Income,409.46,Investment,
2016-02-09 03:06:49,Income,35.90,Gift,
2017-07-27 16:17:55,Income,5874.00,Salary,
2017-03-15 16:49:28,Expense,454.38,Communication,
2017-01-27 21:54:35,Expense,416.50,Social,
2017-11-01 18:19:13,Expense,797.76,Second-hand,
2017-07-14 13:08:49,Income,346.37,Gift,
2017-03-11 02:35:47,Expense,80.26,Refund,
2017-03-15 12:24:22,Expense,264.28,Goods,
2017-10-03 05:06:36,Income,148.01,Stock,
2017-09-01 05:36:06,Income,357.59,Gift,
2017-10-27 12:14:00,Expense,691.46,Utilities,
2017-09-23 02:32:32,Income,234.67,Part-time,
2017-08-06 20:50:16,Expense,24.76,Social,
2017-09-21 17:47:34,Expense,509.03,Fruit,
2017-10-17 01:05:12,Expense,788.71,Refund,
2017-03-24 20:34:21,Income,397.98,Stock,
2017-03-11 22:28:52,Income,138.47,Interest,
2017-11-19 21:42:14,Expense,144.72,Transport,
2017-11-24 14:47:31,Expense,702.78,Pets,
2017-06-11 18:44:51,Income,185.16,Work,
2017-04-15 03:15:40,Expense,12.51,Communication,
2017-11-17 06:34:26,Expense,171.72,Digital,
2017-06-11 20:19:12,Expense,737.42,Parking,
2017-06-23 03:58:01,Income,85.41,Gift,
2017-03-11 10:00:16,Income,245.52,Work,
2017-06-22 12:48:13,Income,84.30,Stock,
2017-03-22 19:59:51,Income,152.99,Bonus,expense
2017-07-27 06:50:27,Income,91.26,Salary,
2017-03-24 20:18:07,Income,380.90,Salary,
2017-04-19 07:38:09,Expense,507.90,Medical,sheet
2017-03-25 09:52:14,Expense,446.60,Lover,
2017-09-13 08:01:03,Income,5724.00,Salary,
2017-12-07 21:02:46,Income,362.75,Reimbursement,
2017-08-07 10:30:00,Income,200.75,Salary,
2017-03-04 15:58:30,Income,85.71,Gift,
2017-12-21 22:50:56,Income,342.95,Gift,
2017-09-07 15:26:28,Expense,615.56,Shopping,
2017-11-19 05:46:20,Expense,13.33,Social,
2017-08-09 13:00:39,Income,274.48,Salary,
2017-11-23 03:37:39,Income,346.93,Salary,
2017-07-03 14:33:15,Income,193.90,Salary,
2017-03-10 02:03:10,Income,62.16,Reimbursement,
2017-07-06 10:01:24,Expense,707.29,Learning,
2017-02-28 01:59:10,Income,67.10,Salary,
2017-08-04 06:23:02,Income,495.39,Part-time,
2017-02-22 09:55:48,Expense,221.36,Refund,
2017-11-01 17:03:58,Expense,574.39,Tax,
2017-10-21 19:21:54,Expense,144.07,Benefit,
2017-09-04 13:44:56,Income,146.46,Work,Family
2017-01-27 14:06:20,Income,208.84,Stock,
2017-06-27 07:23:02,Expense,424.83,Social,
2017-03-12 08:57:37,Income,138.53,Part-time,Home
2017-08-03 00:41:48,Income,459.06,Interest,
2017-12-24 22:27:42,Expense,483.27,Snacks,
2017-01-25 08:37:24,Expense,785.66,Beverage,
2017-09-01 06:10:57,Expense,706.85,Digital,
2017-06-02 23:00:41,Income,307.05,Bonus,
2017-06-14 06:53:12,Expense,280.94,Social,
2017-10-05 06:07:56,Income,199.82,Investment,
2017-05-01 14:23:56,Expense,714.31,Entertainment,
2017-11-09 16:35:15,Income,437.10,Interest,
2017-03-14 20:30:28,Expense,159.47,Car,
2017-04-13 16:19:49,Expense,156.22,Care,
2017-05-09 22:04:58,Income,316.05,Salary,
2017-09-10 16:52:14,Expense,424.38,Housing,
2017-07-08 00:31:57,Income,475.50,Work,
2017-05-10 20:59:50,Expense,283.22,Clothing,
2017-04-14 08:28:01,Expense,605.77,Medical,
2017-10-12 05:11:46,Income,184.30,Interest,
2017-03-26 05:36:47,Expense,68.69,Pets,
2017-04-11 07:15:21,Income,25.67,Gift,
2017-08-16 23:22:18,Expense,282.60,Home,
2017-08-18 05:00:42,Expense,747.42,Alcohol,Annual
2017-03-09 16:17:51,Income,361.69,Salary,
2017-07-28 13:36:12,Expense,763.97,Car,
2017-05-03 12:51:26,Expense,764.63,Dining,
2017-07-06 19:44:54,Income,74.14,Salary,
2017-02-14 16:49:08,Expense,349.40,Baby,
2017-06-11 01:00:52,Income,298.97,Stock,
2017-07-21 15:49:31,Income,397.98,Investment,
2017-05-22 12:48:46,Expense,46.36,Shopping,
2017-04-26 12:12:56,Expense,77.38,Baby,
2017-05-01 09:57:14,Income,30.70,Investment,
2017-05-09 19:56:23,Income,224.59,Reimbursement,Birthday
2017-05-14 08:26:22,Income,421.62,Reimbursement,subsidy
2017-07-04 14:06:29,Expense,429.53,Education,expense
2017-10-15 02:18:46,Expense,83.49,Refund,
2017-07-14 15:10:06,Expense,187.07,Provident,
2017-05-08 23:24:46,Income,301.47,Stock,
2017-03-28 15:03:22,Expense,671.99,Taxi,
2017-12-05 19:17:02,Expense,181.82,Care,
2017-05-06 06:05:53,Expense,127.21,Sports,
2017-11-08 18:48:56,Income,94.77,Work,
2017-11-27 13:01:51,Income,68.78,Reimbursement,
2017-03-20 23:16:42,Expense,289.41,Care,
2017-03-06 10:03:31,Income,291.53,Gift,
2017-03-11 22:56:13,Expense,607.54,Social,
2017-12-03 23:09:06,Income,217.85,Interest,
2017-04-07 13:16:07,Expense,34.30,Education,
2017-04-07 04:54:59,Income,262.62,Salary,
2017-02-18 01:09:14,Income,327.29,Bonus,
2017-07-24 03:21:23,Expense,365.78,Learning,
2017-09-16 02:12:21,Income,234.38,Part-time,
2017-12-27 03:57:01,Income,87.85,Gift,
2017-11-19 22:16:28,Income,214.12,Part-time,
2017-12-13 04:06:00,Expense,247.53,Repair,
2017-12-06 04:01:20,Income,326.47,Reimbursement,
2017-02-10 00:32:31,Expense,347.63,Express,
2017-02-24 00:58:26,Income,38.01,Salary,
2017-11-20 11:55:40,Income,202.59,Interest,
2017-04-27 13:05:15,Expense,585.42,Packet,
2017-07-10 01:14:13,Expense,187.99,Taxi,
2017-10-04 08:59:57,Income,428.70,Interest,
2017-07-25 12:01:05,Expense,570.31,Lover,
2017-04-08 02:20:14,Expense,293.50,Baby,
2017-03-02 10:32:07,Expense,541.02,Fruit,
2017-11-16 22:18:14,Expense,215.68,Game,
2017-08-20 06:22:14,Expense,527.26,Express,evaluation
2017-09-02 00:24:45,Income,222.15,Salary,
2017-01-08 07:22:03,Income,415.26,Investment,
2017-12-26 21:16:35,Expense,780.50,Lottery,expense
2017-04-17 21:11:28,Income,5877.00,Salary,
2017-08-25 11:38:18,Income,309.08,Stock,
2017-03-17 23:55:29,Expense,63.63,Communication,
2017-12-18 03:04:32,Income,485.75,Reimbursement,
2017-09-01 22:13:40,Income,212.23,Gift,
2017-06-17 03:04:53,Expense,170.10,Baby,
2017-01-10 17:41:37,Expense,567.65,Beverage,
2017-04-07 08:49:17,Income,182.47,Reimbursement,
2017-12-01 17:05:08,Expense,260.72,Digital,
2017-01-10 03:12:46,Income,431.97,Salary,
2017-12-09 13:26:56,Expense,397.15,Lover,
2017-10-05 02:34:09,Expense,791.93,Education,
2017-02-10 12:38:16,Income,231.68,Part-time,
2017-09-27 10:47:31,Expense,31.89,Tax,
2017-08-25 15:43:44,Expense,494.08,Repair,Daily
2017-09-12 15:03:36,Expense,394.27,Fruit,Shopping
2017-06-25 10:46:21,Income,346.59,Bonus,
2017-07-08 08:32:59,Expense,524.30,Express,
2017-08-24 08:47:02,Expense,123.57,Sports,
2017-01-18 06:05:52,Income,282.28,Part-time,
2017-06-15 14:59:14,Expense,198.24,Donation,
2017-12-24 18:18:10,Income,431.16,Bonus,
2017-05-06 13:13:32,Income,54.66,Work,
2017-05-22 20:32:56,Expense,29.44,Lover,
2017-01-13 02:45:47,Income,481.94,Bonus,
2017-12-14 14:36:04,Expense,84.95,Learning,
2017-05-15 03:35:55,Income,111.63,Investment,sheet
2017-03-20 00:53:25,Expense,460.04,&,
2017-08-08 00:34:49,Expense,533.46,Delivery,
2017-09-13 02:03:05,Expense,178.05,Packet,discount
2017-04-12 23:12:35,Income,5862.00,Salary,
2017-02-24 10:36:53,Income,13.57,Interest,
2017-08-05 19:37:49,Expense,385.71,Daily,
2017-09-11 06:12:08,Income,485.04,Interest,
2017-05-16 07:12:53,Income,460.36,Work,
2017-02-04 08:39:10,Expense,773.69,Tobacco,
2017-10-24 04:45:41,Expense,525.25,Security,sheet
2017-08-01 07:01:06,Income,87.39,Interest,
2017-08-18 06:55:14,Expense,293.65,Decoration,
2017-05-19 06:32:17,Expense,241.19,Social,
2017-06-19 09:38:09,Income,273.06,Stock,
2017-09-22 23:37:23,Expense,639.16,Snacks,Annual
2017-08-16 03:06:05,Expense,56.96,Entertainment,
2017-02-21 02:04:30,Expense,363.86,Care,
2017-04-28 04:09:09,Expense,184.31,Transport,
2017-10-14 11:07:12,Expense,48.53,Delivery,
2017-01-28 09:27:56,Income,450.62,Work,expense
2017-08-24 19:35:45,Income,201.77,Bonus,Property
2017-11-14 11:36:24,Income,240.48,Reimbursement,
2017-09-27 02:24:18,Income,89.48,Gift,
2017-01-28 23:48:44,Expense,453.07,Snacks,Annual
2017-10-17 01:54:30,Expense,569.03,Delivery,
2017-10-03 12:55:46,Income,127.62,Gift,
2017-03-19 08:25:16,Expense,166.83,Social,
2017-11-03 07:13:24,Expense,558.45,Tax,
2017-06-18 05:32:11,Income,170.80,Interest,
2017-03-18 09:32:01,Income,392.09,Investment,
2017-11-05 19:10:18,Income,438.87,Gift,
2017-11-21 08:54:27,Income,140.77,Interest,
2017-03-18 04:29:59,Expense,640.13,Dining,
2017-03-26 17:05:05,Expense,622.12,Property,
2017-02-08 18:54:30,Expense,289.35,Lover,
2017-11-23 03:57:55,Expense,675.03,Decoration,sheet
2017-02-07 01:09:34,Expense,245.67,Refund,
2017-10-28 15:31:36,Expense,725.50,Game,
2017-04-03 08:26:56,Expense,563.87,Daily,
2017-04-16 21:16:34,Income,482.18,Gift,
2017-03-01 01:36:07,Income,265.88,Gift,
2017-01-12 10:00:41,Expense,656.36,Refund,
2017-04-15 22:15:34,Expense,375.53,Property,received
2017-04-06 23:16:52,Expense,703.07,&,
2017-06-06 20:56:47,Income,446.16,Work,Lottery
2017-10-14 15:18:50,Expense,655.99,Taxi,
2017-09-17 00:43:22,Expense,405.19,Lover,
2017-04-07 05:13:58,Income,47.67,Part-time,audit
2017-02-01 08:51:55,Income,162.51,Reimbursement,paid
2017-09-11 16:03:07,Expense,510.49,Learning,
2017-11-17 23:18:56,Income,50.09,Reimbursement,
2017-09-25 17:51:03,Income,165.49,Gift,Stock
2017-02-21 15:56:46,Income,211.25,Stock,
2017-05-08 11:00:20,Expense,767.55,Refund,Annual
2017-01-15 17:06:17,Income,494.30,Gift,
2017-01-10 06:23:49,Expense,28.68,Digital,
2017-02-21 17:42:06,Income,146.27,Stock,Annual
2017-11-25 03:36:53,Expense,458.08,Refund,
2017-07-28 06:05:10,Income,286.08,Salary,
2017-05-22 09:18:41,Expense,191.36,Provident,
2017-12-24 08:40:06,Expense,291.77,Housing,
2017-02-20 12:30:15,Expense,437.40,&,
2017-05-09 07:21:42,Income,214.93,Investment,
2017-12-14 04:12:50,Expense,327.62,Medical,
2017-08-14 07:25:39,Income,374.28,Interest,
2017-03-03 17:35:06,Income,110.36,Gift,
2017-08-04 08:37:02,Income,182.44,Interest,
2017-06-19 09:10:20,Expense,585.08,Packet,
2017-06-01 01:28:45,Income,381.37,Interest,
2017-08-23 06:20:30,Expense,625.30,Book,
2017-08-22 09:11:27,Income,58.39,Bonus,
2017-10-28 20:32:48,Expense,503.85,Communication,
2017-08-20 22:28:02,Expense,389.66,Social,
2017-07-16 11:13:36,Expense,138.93,Family,
2017-03-01 08:41:34,Income,448.24,Part-time,
2017-01-11 21:24:00,Income,349.57,Salary,
2017-12-10 16:52:30,Expense,144.06,Tax,
2017-11-12 04:55:37,Expense,22.73,Red,
2017-06-23 23:45:45,Income,437.74,Gift,
2017-01-03 00:59:00,Income,90.91,Part-time,
2017-11-06 04:25:21,Income,217.58,Work,
2017-12-28 13:49:05,Expense,295.42,&,
2017-11-07 21:53:44,Expense,667.28,Book,
2017-09-16 09:24:25,Income,268.61,Gift,Annual
2017-06-14 03:54:23,Expense,357.16,Subway,
2017-07-05 13:35:42,Expense,342.39,Dining,
2017-05-15 07:20:49,Expense,715.54,Utilities,
2017-09-27 00:14:41,Expense,157.00,Packet,
2017-11-10 04:52:48,Expense,410.65,Tobacco,
2017-09-24 07:54:22,Expense,628.07,Provident,
2017-09-25 06:39:24,Expense,438.79,Provident,
2017-09-16 20:45:40,Expense,687.82,Repair,
2017-10-25 07:42:49,Income,499.45,Stock,
2017-02-28 05:17:13,Expense,488.24,Repair,
2017-10-10 23:12:07,Expense,784.60,Pets,
2017-09-14 11:30:55,Expense,537.76,Beverage,
2017-03-24 01:22:39,Income,80.24,Investment,
2017-07-03 12:20:53,Income,52.33,Part-time,
2017-05-09 13:08:05,Expense,700.99,Fruit,
2017-07-08 10:23:08,Income,331.56,Stock,
2017-11-20 09:53:06,Income,365.62,Interest,Overtime
2017-04-05 06:17:19,Income,110.18,Salary,
2017-09-04 06:17:46,Expense,211.31,Family,
2017-07-26 15:04:40,Expense,406.30,Digital,
2017-09-22 14:23:42,Expense,120.02,Learning,
2017-07-24 11:51:27,Expense,574.92,Alcohol,
2017-08-13 11:54:32,Expense,616.84,Lottery,
2017-09-17 17:00:20,Expense,200.11,Social,
2017-07-28 16:55:53,Expense,454.06,Beverage,
2017-01-19 09:24:16,Expense,769.99,Taxi,
2017-12-19 13:10:30,Expense,390.08,Tobacco,
2017-12-22 03:18:21,Income,392.41,Investment,
2017-06-11 18:25:06,Income,431.20,Part-time,
2017-02-13 02:43:20,Income,489.65,Part-time,fee
2017-11-14 19:06:34,Income,33.77,Salary,
2017-09-03 00:21:21,Expense,5.49,Transport,
2017-03-23 15:31:52,Income,35.67,Gift,
2017-01-11 15:50:52,Income,283.71,Stock,
2017-05-12 08:32:23,Expense,609.91,Beauty,
2017-04-25 21:15:50,Expense,634.44,Digital,
2017-12-15 22:35:10,Expense,445.14,Goods,
2017-11-11 18:44:58,Income,45.82,Salary,
2017-08-19 01:48:10,Income,422.08,Bonus,
2017-12-27 17:17:43,Income,5898.00,Salary,
2017-05-10 10:35:30,Expense,266.96,Entertainment,
2017-03-23 13:56:18,Expense,798.30,Book,
2017-04-07 14:09:37,Income,418.91,Investment,
2017-06-08 19:28:42,Income,371.11,Salary,
2017-06-06 13:22:37,Income,278.89,Stock,
2017-05-23 06:37:51,Income,442.06,Reimbursement,accounting
2017-03-05 19:56:20,Income,287.82,Bonus,Salary
2017-05-18 16:03:31,Income,208.46,Investment,
2017-07-12 04:33:47,Income,116.76,Bonus,
2017-10-20 13:37:05,Expense,440.51,Home,
2017-02-27 00:29:55,Expense,233.52,Utilities,
2017-05-10 12:57:09,Income,175.44,Salary,
2017-07-07 21:40:11,Income,455.69,Salary,
2017-02-24 19:44:11,Expense,129.80,Beverage,
2017-02-15 19:42:42,Income,101.55,Interest,
2017-09-03 19:08:39,Income,479.77,Work,
2017-01-23 22:17:14,Expense,358.45,Refund,report
2017-10-20 16:51:48,Expense,118.96,Property,
2017-03-21 12:42:27,Expense,92.91,Decoration,statistics
2017-05-02 12:31:51,Expense,545.37,Property,
2017-08-02 12:49:35,Income,163.80,Part-time,
2017-09-27 09:56:44,Expense,758.16,Security,
2017-04-11 07:08:25,Expense,62.22,Entertainment,
2017-12-11 13:01:19,Expense,62.31,Alcohol,
2017-07-17 17:32:59,Expense,168.86,Subway,
2017-01-20 20:36:29,Income,102.32,Reimbursement,
2017-06-06 11:22:32,Income,367.84,Salary,clearing
2017-11-09 06:00:49,Expense,524.65,Housing,
2017-09-11 12:43:14,Income,256.39,Reimbursement,
2017-09-19 16:30:46,Income,5792.00,Salary,
2017-02-28 21:58:06,Income,462.91,Salary,
2017-12-09 03:13:25,Income,341.03,Bonus,
2017-10-23 15:04:48,Expense,8.88,Alcohol,
2017-11-05 03:43:47,Income,297.03,Bonus,
2017-01-16 19:00:17,Expense,155.86,Social,
2017-07-22 11:01:12,Expense,588.57,Social,
2017-08-14 20:31:36,Expense,193.28,Refund,
2017-02-05 02:23:32,Expense,262.56,Housing,
2017-03-22 04:46:35,Income,16.53,Reimbursement,
2017-09-01 16:35:49,Expense,102.06,Beverage,Learning
2017-11-27 23:30:27,Income,416.72,Salary,
2017-03-04 09:14:45,Expense,323.95,Property,
2017-11-14 14:07:25,Income,422.67,Reimbursement,
2017-10-15 19:04:54,Expense,798.84,Beverage,
2017-10-25 03:18:57,Income,217.04,Investment,
2017-03-04 03:45:55,Expense,686.45,Utilities,
2017-05-10 23:48:12,Expense,97.27,Car,
2017-12-18 14:06:47,Expense,649.88,Lover,
2017-02-07 00:25:06,Expense,170.57,Fund,
2017-10-21 22:08:47,Income,487.85,Salary,
2017-09-23 22:10:00,Income,86.76,Salary,
2017-12-01 02:07:44,Expense,377.82,Express,
2017-05-10 13:44:40,Income,366.16,Interest,Annual
2017-08-13 12:47:46,Income,226.82,Gift,Annual
2017-10-17 06:49:02,Income,55.43,Part-time,
2017-01-07 16:43:59,Income,117.91,Salary,
2017-06-11 21:16:48,Income,423.48,Bonus,
2017-02-28 15:13:04,Income,311.77,Reimbursement,
2017-08-08 19:16:54,Income,482.98,Stock,
2017-08-11 05:50:30,Expense,67.36,Goods,
2017-06-19 03:46:50,Expense,453.74,Clothing,
2017-02-19 10:16:42,Income,414.83,Investment,
2017-03-05 16:14:32,Expense,600.19,Subway,
2017-10-17 20:36:20,Income,167.34,Interest,
2017-08-18 20:59:41,Expense,610.05,Red,
2017-08-27 10:02:32,Expense,595.06,Security,
2017-09-03 11:17:36,Expense,180.07,Repair,
2017-06-24 08:05:01,Expense,739.85,Provident,
2017-08-04 18:22:33,Expense,765.91,Tax,
2017-10-05 08:00:10,Income,212.35,Salary,
2017-06-04 04:30:01,Income,312.60,Bonus,
2017-01-06 01:46:33,Expense,134.12,Property,
2017-08-02 03:07:34,Expense,606.38,Medical,
2017-05-16 04:18:02,Income,215.67,Investment,
2017-05-01 06:53:09,Expense,495.32,Beverage,
2017-03-27 03:27:01,Expense,627.55,Lottery,
2017-10-15 11:50:36,Income,351.04,Part-time,
2017-12-10 03:38:20,Expense,647.18,Entertainment,
2017-01-13 06:45:14,Income,233.75,Part-time,
2017-06-22 21:56:23,Income,133.29,Work,accounting
2017-06-22 01:05:06,Expense,96.80,Family,
2017-09-19 05:26:49,Expense,275.49,Repair,
2017-11-09 04:02:24,Income,499.29,Salary,
2017-03-20 14:14:01,Expense,160.56,Daily,
2017-06-13 23:38:00,Expense,108.73,Decoration,
2017-05-23 05:35:07,Income,460.55,Bonus,Utilities
2017-01-18 05:55:56,Income,249.22,Part-time,
2017-03-14 22:41:44,Income,444.24,Part-time,
2017-11-24 11:37:21,Expense,365.86,Subway,
2017-07-07 14:08:32,Expense,190.87,Fund,
2017-04-01 16:43:48,Expense,243.26,Dining,
2017-02-07 20:15:05,Expense,658.50,Clothing,
2017-12-15 11:20:50,Income,20.62,Investment,
2017-11-12 18:26:47,Expense,592.01,Social,
2017-07-10 23:04:58,Income,280.98,Stock,
2017-04-24 07:30:55,Income,47.06,Part-time,
2017-07-02 17:05:13,Income,110.07,Bonus,
2017-04-08 14:03:25,Income,356.55,Work,
2017-03-08 19:47:55,Income,28.29,Work,
2017-10-27 22:55:10,Expense,392.84,Learning,
2017-02-16 01:45:47,Income,347.41,Stock,lover
2017-04-02 20:06:38,Income,260.65,Stock,
2017-08-28 00:52:46,Income,401.52,Stock,Annual
2017-08-10 08:31:54,Income,422.23,Gift,
2017-10-10 08:13:19,Expense,433.21,Book,
2017-02-23 09:37:37,Income,177.72,Salary,
2017-11-13 16:07:46,Expense,659.17,Goods,
2017-07-26 01:07:52,Income,255.38,Stock,
2017-09-28 00:38:58,Income,454.06,Investment,
2017-07-13 12:42:08,Income,449.42,Reimbursement,
2017-11-15 04:07:38,Expense,55.33,Beauty,
2017-03-06 11:21:44,Income,300.88,Reimbursement,
2017-01-07 22:58:25,Income,138.12,Investment,
2017-11-07 21:30:53,Expense,531.24,Beverage,
2017-03-21 13:41:19,Income,450.07,Salary,
2017-08-18 02:15:01,Expense,602.99,Subway,
2017-04-08 04:31:20,Expense,596.32,Social,
2017-07-23 12:23:32,Income,225.57,Stock,
2017-06-16 16:07:45,Expense,481.98,Property,
2017-09-25 10:32:14,Income,5777.00,Salary,
2017-05-02 22:44:15,Income,202.18,Salary,clearing
2017-01-21 23:09:43,Expense,223.48,Entertainment,
2017-11-23 15:40:30,Income,178.31,Reimbursement,
2017-07-21 04:57:32,Expense,243.31,Book,
2017-12-12 02:30:53,Expense,618.38,Delivery,
2017-08-04 01:29:16,Income,180.85,Reimbursement,
2017-02-10 21:41:31,Expense,265.32,Refund,
2017-04-09 18:31:02,Income,336.68,Investment,
2017-11-18 23:28:39,Expense,380.31,Pets,
2017-12-15 13:09:29,Expense,695.48,Parking,
2017-10-06 08:49:15,Income,292.86,Interest,
2017-04-21 01:10:04,Expense,688.18,Alcohol,
2017-08-23 19:44:37,Expense,391.46,Benefit,
2017-11-02 10:13:10,Expense,399.10,Lover,
2017-06-18 20:04:57,Income,115.84,Reimbursement,
2017-02-15 23:27:07,Expense,542.08,Provident,
2017-03-19 15:01:03,Expense,637.41,Utilities,
2017-09-16 09:42:11,Income,392.10,Work,
2017-06-20 05:09:00,Income,205.45,Bonus,
2017-05-22 17:33:27,Income,33.75,Interest,
2017-09-11 09:18:33,Income,122.74,Salary,
2017-08-08 05:28:45,Expense,213.05,Communication,
2017-09-17 13:15:06,Income,455.63,Interest,
2017-03-01 13:36:12,Expense,75.05,Benefit,
2017-07-14 21:00:04,Expense,383.12,Lover,
2017-01-11 20:14:57,Expense,491.22,Sports,plan
2017-12-18 12:07:38,Income,75.80,Part-time,
2017-05-24 13:19:59,Income,137.72,Interest,
2017-04-25 04:51:56,Income,376.35,Work,
2017-02-10 16:16:09,Income,5880.00,Salary,
2017-12-04 19:53:24,Income,70.77,Investment,
2017-06-14 02:25:37,Expense,701.69,Travel,lover
2017-11-06 14:45:01,Expense,138.27,Social,
2017-06-06 21:23:07,Income,333.24,Stock,
2017-11-24 04:43:15,Income,13.37,Salary,
2017-10-07 15:27:35,Income,27.76,Reimbursement,
2017-03-06 13:16:26,Income,454.29,Investment,
2017-04-18 16:02:48,Expense,180.88,Social,
2017-07-16 12:57:34,Income,395.38,Bonus,
2017-01-03 01:35:48,Expense,227.29,Fund,
2017-12-16 19:12:58,Expense,102.85,Express,
2017-10-05 02:33:02,Expense,150.79,Utilities,Annual
2017-12-23 21:18:36,Expense,406.14,Refund,
2017-06-07 05:29:08,Income,48.20,Part-time,Home
2017-12-06 07:53:36,Expense,73.48,Sale,
2017-06-24 20:27:14,Income,405.71,Interest,
2017-12-16 13:59:25,Expense,234.47,Pets,
2017-01-01 18:44:09,Expense,264.96,Provident,
2017-01-14 19:26:55,Income,145.48,Investment,product
2017-08-22 18:25:26,Expense,100.52,Goods,
2017-03-02 19:46:50,Expense,678.08,Car,
2017-02-10 11:39:56,Income,456.96,Part-time,
2017-09-18 00:26:03,Income,122.21,Investment,
2017-01-07 09:56:35,Expense,670.17,Alcohol,
2017-05-07 02:59:02,Expense,524.14,Family,
2017-09-07 16:40:16,Expense,451.24,Social,Annual
2017-09-08 19:22:44,Income,287.07,Salary,
2017-03-15 18:13:40,Income,298.97,Part-time,cashback
2017-05-06 21:36:56,Income,463.99,Bonus,Dinner
2017-08-11 03:15:29,Income,5725.00,Salary,
2017-12-02 04:18:25,Income,267.18,Gift,
2017-09-28 05:03:44,Expense,752.73,Family,
2017-05-14 18:48:14,Income,195.92,Investment,
2017-08-03 08:40:35,Income,254.50,Investment,Annual
2017-01-07 13:48:19,Expense,28.50,Donation,Festival
2017-03-05 10:25:56,Income,75.00,Bonus,plan
2017-05-09 04:09:13,Income,75.71,Part-time,Baby
2017-02-22 09:08:23,Expense,345.29,Dining,
2017-06-26 22:29:52,Expense,289.94,Clothing,
2017-07-23 12:52:20,Expense,111.19,Beauty,Subway
2017-07-12 09:38:16,Income,120.89,Interest,payment
2017-10-22 13:11:32,Income,402.71,Gift,
2017-08-03 15:14:58,Income,58.46,Part-time,
2017-02-08 11:07:19,Income,31.67,Gift,
2017-05-13 03:56:35,Income,187.76,Interest,
2017-03-20 04:50:34,Expense,270.84,Sale,
